,File Name,Job title,Job number,SCHOOL_TYPE,ENTRY_SALARY,EDUCATION_MAJOR,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_SUBJECT,COURSE_LENGTH,opendate,requirements,duties,DRIVERS_LICENSE_REQ,EXAM_TYPE,salary_end,salary_start,EXPERIENCE_LENGTH,EDUCATION_YEARS,sex,FULL_TIME_PART_TIME
19,AIRPORTS MAINTENANCE SUPERINTENDENT 3331 021518.txt,airports maintenance superintendent,3331,,"('90,369', ' to $132,108')",,"['experience as an Airports Maintenance Supervisor', 'experience as a Senior Building Operating Engine', 'experience and personal qualifications by intervi']",[],[],[],2018-02-16,"S1. Two years of full-time paid experience as an Airports Maintenance Supervisor, or in a class which is at that level, supervising employees engaged in building equipment maintenance and operation, equipment operation, fleet maintenance, fleet equipment procurement, construction, or street maintenance; or2. Four years of full-time paid experience as a Senior Building Operating Engineer, or in a class which is at that level, as a working supervisor of employees engaged in building equipment maintenance and operation, equipment operation, fleet maintenance, fleet equipment procurement, construction, or street maintenance.PROCESS ","An Airports Maintenance Superintendent plans, organizes, and directs, through subordinate supervisors, the work of several crews of skilled craft and maintenance workers engaged in the operation, custodial care, maintenance, alteration, repair, and construction of airports buildings, grounds, airfields, and appurtenant equipment, including complex air-conditioning equipment; applies sound supervisory techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",yes required,"['Essay', 'Interview']","$132,108","90,369",Two,,,full_time
20,AIRPORTS MAINTENANCE SUPERVISOR 3336 111618.txt,airports maintenance supervisor,3336,,"('66,523', ' to $97,321')",,"['experience as an equipment operator, building re', 'experience as a lead worker in building, custodi', 'experience as a lead worker in building, custodi', 'experience in the trade deemed equivalent to app']",[],[],[],2018-11-16,"S1. Four years of full-time paid experience as an equipment operator, building repairer, building operating engineer, journey-level craft worker, or as a full-time supervisor of manual or semiskilled workers in building, custodial, or airfield facility maintenance, repair, operation, or street maintenance; or2. Six years of full-time paid experience as a lead worker in building, custodial or airfield facility maintenance, repair, operation, or street maintenance with the Los Angeles World Airports.PROCESS ","An Airports Maintenance Supervisor plans, organizes, and directs the work of a labor and maintenance crew performing a variety of maintenance activities on airport properties including the operations, custodial care, maintenance, alteration, repair and construction of airport buildings, airfields, and appurtenant equipment; and applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,"['Test', 'Essay', 'Interview']","$97,321","66,523",Four,,,full_time
21,AIRPORTS PUBLIC AND COMMUNITY RELATIONS DIRECTOR 1788 120817.txt,airports public and community relations director,1788,College or University,"('86,777', ' to $123,463')"," with a degree in journalism, English, public relations, or communications and Two years of full-time paid professional experience in supervising a public relations staff responsible for a comprehensive public information program; or3.Graduation from an accredited Four-year college or university and Four years of full-time paid professional experience in public relations managing a comprehensive public information program.PROCESS ","['experience as a Principal Public Relations Repre', 'experience in supervising a public relations sta', 'experience in public relations managing a compre']",[],[],[],2017-12-08,"S1.Two years of full-time paid professional experience as a Principal Public Relations Representative or in a class at that level with responsibility for public relations program management and development with the City of Los Angeles; or2.Graduation from an accredited Four-year college or university with a degree in journalism, English, public relations, or communications and Two years of full-time paid professional experience in supervising a public relations staff responsible for a comprehensive public information program; or3.Graduation from an accredited Four-year college or university and Four years of full-time paid professional experience in public relations managing a comprehensive public information program.PROCESS ","An Airports Public and Community Relations Director plans, develops, administers and assists in the planning and administration of the public and community relations programs of the Los Angeles World Airports; advises management of the potential public relations effect of proposed actions; maintains and develops strong community outreach programs; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,['Questionnaire'],"$123,463","86,777",Two,Four,,full_time
22,ANIMAL CARE ASSISTANT 4323 020119.txt,animal care assistant,4323,,"('39,337', ' to $57,545')",,['experience as a Vocational Worker with the City '],[],[],[],2019-02-01,"S1. Current employment with the City of Los Angeles; and2. At least six months of full-time paid experience as a Vocational Worker with the City of Los Angeles performing animal care work; and 3. A letter of recommendation from the personnel office of the employing department where the above experience was obtained, which includes a statement of the department's willingness to hire the employee as an Animal Care Assistant. The letter must be attached to the application at the time of filing.PROCESS ","Animal Care Assistants perform work in the receiving, care, and disposition of animals in the City animal shelters; and work with Animal Care Technicians in performing such work.NOTES:Animal Care Assistants are hired in lieu of Animal Care Technicians. Employment as an Animal Care Assistant is intended to develop skills necessary for regular full time employment with the City as an Animal Care Technician. Upon successful completion of probation, Animal Care Assistants will be offered Charter Section 1014 transfers to Animal Care Technician.The Animal Care Assistant class will be utilized for the duration of the Targeted Local Hire Program solely as a vehicle to transition Targeted Local Hire Program participants to full time regular employment as an Animal Care Technician.",yes required,[],"$57,545","39,337",Zero,,,full_time
23,ANIMAL CARE TECHNICIAN 4310 040116 REV 041416.txt,animal care technician,4310,,"('38,565', ' to $56,396')", in animal health or animal care.,[],[],[],[],2016-04-01,"1. 1,040 hours of experience (paid or volunteer) in the care or maintenance of companion animals, which must include dogs, cats, or rabbits; or2. Completion of 3 semester units or 4 quarter units from an accredited college or university in animal health or animal care.","An Animal Care Technician receives and cares for all types of domestic and wild animals; assists with transferring animals to other shelters; explains regulations regarding disposition of animals to the public; works with the public to adopt animals both in the shelter and at mobile adoption events; cares for dangerous and/or diseased and injured animals; interfaces with medical staff regarding the health of animals; and cleans kennels, cages, vehicles, buildings, yards and equipment.  Animal Care Technicians must assist in humanely euthanizing animals due to disease, injury or overcrowded conditions. Animal Care Technicians require contact with the public, volunteers, adoption partners, local veterinarians/clinics, internal staff and staff in other departments; and must provide excellent customer service and animal care.An Animal Care Technician must be available for assignment to various shifts, weekends, and holidays, at any One of the animal care centers located in Central Los Angeles, South Los Angeles, West Los Angeles, San Pedro and the San Fernando Valley.",yes required,"['Test', 'Interview']","$56,396","38,565",Zero,,,full_time
24,ANIMAL CARE TECHNICIAN SUPERVISOR 4313 122118.txt,water treatment operator,5885,,"('65,646', ' to $81,536')",,[],[],[],[],2018-12-21,"A valid T2 (or higher) Water Treatment Operator license and a D1 Water Distribution Operator License issued by the California State Water Resources Control Board, Division of Drinking Water, are required at the time of filing. PROCESS ","A Water Treatment Operator does skilled work in the operation, regulation, maintenance and repair of equipment used in the treatment of potable water.NOTE:Entry-level positions are trainee positions. A Water Treatment Operator in a training position must obtain a T3 (or higher) Water Treatment Operator license and be assigned to a permanent position within Three years. A Water Treatment Operator in a trainee position receives extensive on-the-job training, which must be completed prior to assignment to a permanent position. Assignment to the highest pay grade may require higher-grade certification.CONDITIONS OF EMPLOYMENTA Water Treatment Operator may be assigned to a night shift or continuous shift requiring 10 consecutive days on shift and 4 days off. Routine assignments will be made to either the Los Angeles Aqueduct Filtration Plant or the field operations section of the Water Operations Division. Work locations include the greater Los Angeles and Owens Valley areas.Water Treatment Operators will be required to work with hazardous chemicals. Cal/OSHA Regulations require that all employees engaged in such work must wear a Self-Contained Breathing Apparatus (SCBA). Therefore, all Water Treatment Operators will be medically evaluated to certify that they are physically able to wear the SCBA and must be free of any facial hair that would impair a good SCBA mask-to-face seal.",yes required,['Test'],"$81,536","65,646",Zero,,,full_time
25,ANIMAL CONTROL OFFICER  4311 061518.txt,animal control officer,4311,,"('46,374', ' to $67,818')"," in Animal Science, Animal Management, Administration of Justice, or related course work.PROCESS ",['experience and education in Requirements #1 and #'],[],[],[],2018-06-15,"S1. One year of full-time paid experience performing animal care, maintenance or control of domestic or wild animals; or2. Successful completion of 12 semester units or 18 quarter units from an accredited college or university in Animal Science, Animal Management, Administration of Justice, or related course work.PROCESS ","An Animal Control Officer enforces State and City ordinances dealing with the care, treatment, licensing, and impounding of animals in an assigned area of the City; picks up sick, injured, stray, vicious or unwanted animals; conducts humane investigations; conducts permit inspections, issues citations, and makes arrests; may be required to handle mOney accurately and collect animal licensing and other fees; and keeps records and prepares reports which may be used as legal evidence. Animal Control Officers may work alOne at night and on graveyard shifts.",yes required,"['Test', 'Questionnaire']","$67,818","46,374",One,,,full_time
26,ANIMAL KEEPER 4304 083118.txt,animal keeper,4304,,"('45,810', ' to $66,983')",,"['experience in the care and maintenance of exotic', 'experience in the care of reptiles, amphibians, ', 'experience in training birds for free-flight beh', 'experience in the care of exotic birds, includin', 'experience in designing and refining enrichment ']",[],[],[],2018-08-31,S1. One year of full-time paid experience in the care and maintenance of exotic animals with a facility similar to the Los Angeles Zoo whose core function is the exhibition of a variety of exotic animals; or2. (a)Successful completion of the Animal Keeper Training program conducted by the Los Angeles Zoo; or (b)An equivalent program at an accredited school or college providing classroom and field work on the basic structure and function of exotic animals; basic nutritional requirements; recognition of the symptoms of animal diseases; sanitation measures; and aspects of animal behavior.PROCESS ,"An Animal Keeper cares for exotic mammals, birds, and reptiles (including venomous varieties) at the Los Angeles Zoo; observes and reports on animal behavior and condition for illnesses, compatibility, imminent birth and other signs reflecting the animal's well-being; prepares food for animals as instructed; maintains the exhibit premises in a clean and aesthetically pleasing manner; answers questions about animals from the general public; may make educational and other presentations before groups, and on radio and television; and may provide training and supervision to volunteers and students in caring for animals.",yes required,"['Essay', 'Interview']","$66,983","45,810",One,,,full_time
27,APPLICATIONS PROGRAMMER 1429 062918.txt,applications programmer,1429,College or University,"('58,986', ' to $86,255')"," with completion of 24 semester or 36 quarter units in either information systems, computer engineering, or computer science; or2. Successful completion of a Two-year course of study in information technology (IT) from an accredited college or trade school with at least 12 semester or 18 quarter units in IT coursework and Two years of full-time paid experience performing systems or programming tasks in a professional IT environment.PROCESS ",[],[],[],[],2018-06-29,"S1. Graduation from an accredited Four-year college or university with completion of 24 semester or 36 quarter units in either information systems, computer engineering, or computer science; or2. Successful completion of a Two-year course of study in information technology (IT) from an accredited college or trade school with at least 12 semester or 18 quarter units in IT coursework and Two years of full-time paid experience performing systems or programming tasks in a professional IT environment.PROCESS "," An Applications Programmer prepares programs by analyzing specifications developed by systems professionals; determines computer processing requirements; develops systems and/or programming flowcharts, codes programs and/or integrates and enhances Commercial Off the Shelf (COTS) software solutions; tests, debugs, and corrects errors in programs; prepares program and systems documentation; assists in analyzing and resolution of computer systems problems; and performs basic neTwork configuration, scripting, neTwork and implementation tasks; maintains configuration databases and related processing; write SQL queries and distribute routine reporting for RDBMS; and performs other related duties.",not required,['Test'],"$86,255","58,986",Two,Four,,full_time
28,APPRENTICE - METAL TRADES 3789 070816.txt,apprentice - metal trades,3789,,"('63,036', ' to $81,056')",,"['experience assisting in the performance of mechanical, ', 'experience assisting Electrical Mechanics in installati']",[],[],[],2016-07-08,"1. Eight months of full-time paid experience assisting in the performance of mechanical, machining, or metal trades; or2. One year of coursework in a metal trade or machine tool at the high school or trade school level.  One year of coursework is equivalent to Two semesters or Three quarters; or3. Completion of eight months in the Utility Pre-Craft Trainee training program sponsored by the Los Angeles Department of Water and Power.","An Apprentice - Metal Trades works as an apprentice in a specific metal trade, receives on-the-job training assisting a journey-level Sheet Metal Worker, Structural Steel Shop Worker, Blacksmith, Welder, or Auto Body Builder and Repairer; attends approved classroom instruction during off duty hours. ",yes required,['Test'],"$81,056","63,036",Zero,,,full_time
29,APPRENTICE MACHINIST 3764 071516.txt,apprentice machinist,3764,,"('69,655', ' to $89,544')",,"['experience as a mechanical helper in the mechani', 'experience assisting Electrical Mechanics in installati']",[],[],[],2016-07-15,"1. Eight months of full-time paid experience as a mechanical helper in the mechanical, machining,  or metal trades; or2. One year of coursework in machine tool or metal trade at a high school or trade school level.  One Year of coursework is equivalent to Two semester or Three quarters ; or3. Completion of eight months in the Utility Pre-Craft Trainee training program sponsored by the Los Angeles Department of Water and Power.","An Apprentice Machinist works as an apprentice under close supervision, assisting journey-level machinists and receiving on-the-job instruction in using precision hand and machine tools in the repair, rebuilding, and dismantling, fabrication, and installation of machinery and equipment. ",yes required,['Test'],"$89,544","69,655",Zero,,,full_time
30,AQUARIST 2400 050214.txt,aquarist,2400,College or University,"('55,624', ' to $69,133')", with a major in a biological science; and2. Eighteen (18) months of full-time paid experience or the equivalent as an aquarist in the collection and care of live seawater specimens and the maintenance of a large seawater system.,[],[],[],[],2014-05-02,1. Graduation from a recognized Four-year college or university with a major in a biological science; and2. Eighteen (18) months of full-time paid experience or the equivalent as an aquarist in the collection and care of live seawater specimens and the maintenance of a large seawater system.,An Aquarist procures and maintains a variety of live seawater animals and plant life in aquaria; and maintains the electrical and mechanical compOnents of large seawater systems.,not required,['Evaluation'],"$69,133","55,624",Zero,Four,,full_time
